,patent_id,assignee_sequence,organization,name_first,name_last,assignee_type,title,patent_date,assignee_country,assignee_city,assignee_state
422,5077542,0,L'Etat Francais (CNET),,,7,"Transmission system with suppressed carrier signal amplitude modulation preserving the polarity of the transmitted signal, and corresponding transmitter and receiver",1991-12-31,FR,Issy Les Moulineaux,
423,10107291,0,DENSO CORPORATION,,,3,Fuel pump,2018-10-23,JP,Kariya,
424,5795464,0,Exxon Research and Engineering Company,,,2,Conversion of the organic component from tar sands to lower boiling products,1998-08-18,US,Florham Park,NJ
425,11380381,0,"Micron Technology, Inc.",,,2,Techniques and devices for canceling memory cell variations,2022-07-05,US,Boise,ID
426,10221687,0,Merger Mines Corporation,,,2,Method of mining using a laser,2019-03-05,US,Coeur D'Alene,ID
427,7575123,0,Rieke Corporation,,,2,Tamper-evident locking band for a container closure,2009-08-18,US,Auburn,IN
428,6159216,0,Sulzer Orthopedics Inc.,,,2,Combination tibial preparation instrumentation,2000-12-12,US,Austin,TX
429,7080970,0,"Sunonwealth Electric Machine Industry Co., Ltd.",,,3,Housing for axial flow heat-dissipating fan,2006-07-25,TW,Kaohsiung,
430,5160268,0,Teledyne Kinetics,,,2,Floating stackable connector,1992-11-03,US,San Diego,CA
431,9710424,0,QUALCOMM Incorporated,,,2,Synchronization method for multi-symbol words,2017-07-18,US,San Diego,CA
432,D812479,0,WM. WRIGLEY JR. COMPANY,,,2,Product container,2018-03-13,US,Chicago,IL
433,5783521,0,BASF Aktiengesellschaft,,,3,"Substituted pyridylsalicylaldehyde or -salicylic acid derivatives, their preparation and their use as herbicides",1998-07-21,DE,Ludwigshafen,
434,8504358,0,Ambit Microsystems (Shanghai) Ltd.,,,3,Voice recording equipment and method,2013-08-06,CN,Shanghai,
435,5207194,0,Industrie Magneti Marelli SpA,,,3,System for starting an internal combustion engine for motor vehicles,1993-05-04,IT,Milano,
436,4624125,0,Redicon Corporation,,,2,Method and apparatus for controlling the spacing between a metal forming punch and a complemental die,1986-11-25,US,Canton,OH
437,5500694,0,Quick Release,,,2,Spectacle assembly with removable lenses,1996-03-19,US,Lighthouse,FL
438,D249795,0,"MB Royal Group, Inc.",,,2,Telephone or similar article,1978-10-03,US,New York,NY
439,6365592,0,Merck Frosst Canada & Co.,,,3,Phosphonic and carboxylic acid derivatives as inhibitors of protein tyrosine phosphatase-1B (PTP-1B),2002-04-02,CA,Quebec,
440,9423330,2,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,,,7,Method of determining the non-propagation threshold of fatigue cracks at high frequency,2016-08-23,FR,Paris,
441,D576845,0,Browne & Co.,,,3,Portion of a whisk,2008-09-16,CA,,
442,4960782,0,Pfizer Inc.,,,2,Triazole antifungal agents,1990-10-02,US,New York,NY
443,5494809,0,"Higeta Shoyu Co., Ltd.",,,3,Method of producing iturin A and antifungal agent for profound mycosis,1996-02-27,JP,Tokyo,
444,11243196,0,"HEATH CONSULTANTS, INC.",,,2,Apparatus for providing corrected readings in odor intensity level monitoring instrumentation and concurrent odor intensity and odorant concentration measurements,2022-02-08,US,Houston,TX
445,D709783,0,WERMA Holding GmbH + Co. KG,,,3,Warning siren,2014-07-29,DE,Rietheim-Weilheim,
446,11147799,0,,Jan Marius,Keppel Hesselink,5,Topical pharmaceutical composition containing phenytoin and a (co-) analgesic for the treatment of chronic pain,2021-10-19,NL,Amsterdam,
447,9570365,0,INNOLUX CORPORATION,,,3,Display device and test pad thereof,2017-02-14,TW,Miao-Li County,
448,9053511,0,eBay Inc.,,,2,Swipable product swatching,2015-06-09,US,San Jose,CA
449,10306785,0,PEGATRON CORPORATION,,,3,Display device,2019-05-28,TW,Taipei,
450,10126499,1,STMICROELECTRONICS (CROLLES 2) SAS,,,3,Electro-optic device with semiconductor junction area and related methods,2018-11-13,FR,Crolles,
451,8525243,0,"Macronix International Co., Ltd.",,,3,Single gate semiconductor device,2013-09-03,TW,Hsinchu,
452,5608250,0,SGS-Thomson Microelectronics S.A.,,,3,Volatile memory cell with interface charge traps,1997-03-04,FR,Saint Genis Pouilly,
453,6072277,0,Denso Corporation,,,3,Headlight device having high voltage electric-discharge lamp,2000-06-06,JP,Kariya,
454,D813175,0,ABB Schweiz AG,,,3,Softstarter,2018-03-20,CH,Baden,
455,7364376,0,"Dainippon Screen MFG. Co., Ltd.",,,3,Substrate processing apparatus,2008-04-29,JP,,
456,4201836,0,Polychrome Corporation,,,2,Aluminum substrates grained with a saturated solution of aluminum salts of mineral acids,1980-05-06,US,Yonkers,NY
457,10825854,0,"Facebook Technologies, LLC",,,2,Stacked photo sensor assembly with pixel level interconnect,2020-11-03,US,Menlo Park,CA
458,5192770,0,Syntex (U.S.A.) Inc.,,,2,Serotonergic alpha-oxoacetamides,1993-03-09,US,Palo Alto,CA
459,6674976,0,Canon Kabushiki Kaisha,,,3,"Sheet post-processing device, image forming apparatus having the device and error handling method therefor",2004-01-06,JP,Tokyo,
460,9998902,0,KYOCERA Corporation,,,3,"Mobile communication system, user terminal, base station, and processor transmitting a discovery-use signal",2018-06-12,JP,Kyoto,
461,10899808,0,IMMATICS BIOTECHNOLOGIES GMBH,,,3,"Peptides and combination of peptides for use in immunotherapy against lung cancer, including NSCLC, SCLC and other cancers",2021-01-26,DE,Tuebingen,
462,7013589,0,,Kent H.,Dickinson,4,Parcel shipping methods,2006-03-21,US,Covington,GA
463,5630722,0,Yazaki Corporation,,,3,Ignition cable connection fitting,1997-05-20,JP,Tokyo,
464,10155842,1,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,,,3,Titanium-based catalyst for vitrimer resins of epoxy/anhydride type,2018-12-18,FR,Paris,
465,5761969,0,"Simpson Industries, Inc.",,,2,Torsional vibration damper,1998-06-09,US,Plymouth,MI
466,4486465,0,"Motorola, Inc.",,,2,Method for deposition on a semiconductor wafer,1984-12-04,US,Schaumburg,IL
