,patent_id,assignee_sequence,organization,name_first,name_last,assignee_type,title,patent_date,assignee_country,assignee_city,assignee_state
560,4538974,0,Glyco Antriebstechnik GmbH,,,3,Vane-type oil pump for automotive vehicle,1985-09-03,DE,Wiesbaden,
561,11364942,0,STARBERRY LIMITED,,,3,Stop announcement system and method therefor,2022-06-21,CN,Hong Kong,
562,9490667,0,General Electric Company,,,2,Apparatus and system for attaching integral spacers to laminations,2016-11-08,US,Schenectady,NY
563,7526247,0,QUALCOMM Incorporated,,,2,System and method for setting the reverse link gain of repeaters in wireless communications systems,2009-04-28,US,San Diego,CA
564,6144836,0,"Hitachi Koki Co., Ltd.",,,3,Electrostatographic printing machine,2000-11-07,JP,Tokyo,
565,7851336,0,"Innovalight, Inc.",,,2,Method of forming a passivated densified nanoparticle thin film on a substrate,2010-12-14,US,Sunnyvale,CA
566,10649786,0,"Cisco Technology, Inc.",,,2,Reduced stack usage in a multithreaded processor,2020-05-12,US,San Jose,CA
567,6007516,0,"Vasca, Inc.",,,2,Valve port and method for vascular access,1999-12-28,US,Tewksbury,MA
568,10926009,0,TELEFLEX LIFE SCIENCES PTE. LTD.,,,3,Closed suction system,2021-02-23,SG,Singapore,
569,9831963,1,Sony Mobile Communications Inc.,,,3,"MIMO communication method, terminal, and base station apparatus for transmitting and receiving pilot signals to estimate a channel",2017-11-28,JP,Tokyo,
570,5148080,0,Hilux Development,,,2,Incandescent lamp filament incorporating hafnium,1992-09-15,US,Alsip,IL
571,9486555,0,The University of Akron,,,2,Polyhedral oligomeric silsesquioxane (poss)-based bioactive hybrid glass as a scaffold for hard tissue engineering,2016-11-08,US,Akron,OH
572,4504228,0,"Daikin Kogyo Co., Ltd.",,,3,Dental casting,1985-03-12,JP,,
573,9536154,0,Axis AB,,,3,Monitoring method and camera,2017-01-03,SE,Lund,
574,6000864,0,Sharp Kabushiki Kaisha,,,3,Print control method and printing system in which printer preliminary notifies period of time it takes before it becomes ready to receive print data,1999-12-14,JP,Osaka,
575,9730925,0,GLAXOMITHKLINE LLC,,,2,Methods of treating cancer,2017-08-15,US,Wilmington,DE
576,11246616,0,Cilag GmbH International,,,3,Motor-driven surgical cutting and fastening instrument with tactile position feedback,2022-02-15,CH,Zug,
577,8846538,0,"Silicon Storage Technology, Inc.",,,2,"Passive elements, articles, packages, semiconductor composites, and methods of manufacturing same",2014-09-30,US,San Jose,CA
578,5396329,0,British Aerospace PLC,,,3,Polarisation image detection systems,1995-03-07,GB,London,
579,7512004,0,Kabushiki Kaisha Toshiba,,,3,Semiconductor memory device having stacked gate including charge accumulation layer and control gate and test method thereof,2009-03-31,JP,Tokyo,
580,D947022,0,Altria Client Services LLC,,,2,Carton/dispenser package,2022-03-29,US,Richmond,VA
581,10337141,0,ENGINEERED FLOORS LLC,,,2,Textile floor-covering with liquid blocking surface,2019-07-02,US,Dalton,GA
582,D944210,0,LINDY-ELEKTRONIK GMBH,,,3,Contact plug for electric cables,2022-02-22,DE,Mannheim,
583,8023968,0,"SellerBid, Inc.",,,2,System and method for providing locally applicable internet content with secure action requests and item condition alerts,2011-09-20,US,Arlington,VA
584,9257065,0,Mitsubishi Electric Corporation,,,3,Liquid crystal display apparatus comprising first and second grounding routes and manufacturing method of the liquid crystal display apparatus,2016-02-09,JP,Tokyo,
585,3997622,0,"Lion Fat & Oil Co., Ltd.",,,3,Method for preparation of olefin oligomer,1976-12-14,JA,Tokyo,
586,8716743,0,Epistar Corporation,,,3,Optoelectronic semiconductor device and the manufacturing method thereof,2014-05-06,TW,Hsinchu,
587,4294444,0,"World Wide Oil Tools, Inc.",,,2,Pipe gripping vise,1981-10-13,US,Houston,TX
588,10068343,0,"SHENZHEN HUABAO ELECTRONIC TECHNOLOGY CO., LTD.",,,3,Method and apparatus for recognizing moving target,2018-09-04,CN,"Shenzhen, Guangdong",
589,6556183,0,Nokia Mobile Phones Ltd.,,,3,Communications device having an interchangeable helmet user-interface,2003-04-29,FI,Espoo,
590,10992598,0,"Pure Storage, Inc.",,,2,Synchronously replicating when a mediation service becomes unavailable,2021-04-27,US,Mountain View,CA
591,9888577,0,Intel Corporation,,,2,Passive electrical devices with a polymer carrier,2018-02-06,US,Santa Clara,CA
592,6852857,0,Bayer MaterialScience LLC,,,2,"Method of preparing substituted 4-amino-3-alkylthio-1,2,4-triazine-5-ones",2005-02-08,US,Pittsburgh,PA
593,11382792,0,Lutronic Vision Inc.,,,2,"Ophthalmic treatment device, method for controlling ophthalmic treatment device, and fundus lesion treatment method",2022-07-12,US,Burlington,MA
594,11107010,0,Amadeus S.A.S.,,,3,Content exchange with a travel management system,2021-08-31,FR,Biot,
595,8885613,0,Telefonaktiebolaget L M Ericsson (publ),,,3,Method of operating an access network,2014-11-11,SE,Stockholm,
596,4817898,0,Giroflex Entwicklungs AG,,,3,"Adjusting device, particularly for adjustable chairs",1989-04-04,CH,Koblenz,
597,9577620,0,"Agency for Science, Technology and Research",,,3,Printed circuit arrangement and method of forming the same,2017-02-21,SG,Singapore,
598,8283009,0,Roquette Freres,,,3,Use of a material based on a thermoplastic polymer having a high content of antioxidants for packaging dianhydrohexitols,2012-10-09,FR,Lestrem,
599,6959171,0,Intel Corporation,,,2,Data transmission rate control,2005-10-25,US,Santa Clara,CA
600,9772302,0,Abbott Point of Care Inc.,,,2,Quality assurance system and method for point-of-care testing,2017-09-26,US,Princeton,NJ
601,5287130,0,Jamco Corporation,,,3,Picture projecting device,1994-02-15,JP,Tokyo,
602,D553189,0,"Beifa Group Co., Ltd.",,,3,Pen,2007-10-16,CN,Ningbo,
603,10468659,0,CPS TECHNOLOGY HOLDINGS LLC,,,2,Cell terminal seal system and method,2019-11-05,US,New York,NY
604,10608039,0,"Foveon, Inc.",,,2,Imaging arrays having focal plane phase detecting pixel sensors,2020-03-31,US,San Jose,CA
605,7696376,0,Japan Energy Corporation,,,3,Method for manufacture of esters by transesterification,2010-04-13,JP,"Minato-ku, Tokyo",
606,6077290,0,"TNCO, Incorporated",,,2,Endoscopic instrument with removable front end,2000-06-20,US,Whitman,MA
607,9666722,0,"Semiconductor Energy Laboratory Co., Ltd.",,,3,Semiconductor device,2017-05-30,JP,"Atsugi-shi, Kanagawa-ken",
608,4717458,0,OMI International Corporation,,,2,Zinc and zinc alloy electrolyte and process,1988-01-05,US,Warren,MI
609,4176613,0,"Rohr Industries, Inc.",,,2,Fixed geometry water jet inlet for a surface effect ship,1979-12-04,US,Chula Vista,CA
610,9257920,0,STMICROELECTRONICS S.R.L.,,,3,Method and related driver of a permanent magnet synchronous electric motor,2016-02-09,IT,Agrate Brianza,
611,8491063,0,ThyssenKrupp Steel Europe AG,,,3,Wheel rim for a motor vehicle,2013-07-23,DE,Duisburg,
612,D485577,0,Nordson Corporation,,,2,Dispensing pen body,2004-01-20,US,Westlake,OH
613,10541498,0,FOXCONN INTERCONNECT TECHNOLOGY LIMITED,,,3,Electrical connector having a shielding shell with a rear shell part and a front shell part,2020-01-21,KY,Grand Cayman,
614,5378771,0,Kureha Kagaku Kogyo K.K.K.,,,3,"High-heat-resistant, crystalline block copolymers and production process thereof",1995-01-03,JP,Tokyo,
615,D553986,0,"Ex-Cell Home Fashions, Inc.",,,2,Package insert,2007-10-30,US,New York,NY
616,11271181,0,Apple Inc.,,,2,Electronic display visual artifact mitigation,2022-03-08,US,Cupertino,CA
617,D404136,0,Minnesota Mining and Manufacturing Company,,,2,Bandage backing,1999-01-12,US,St. Paul,MN
618,10798790,0,"Microwave Materials Technologies, Inc.",,,2,Enhanced microwave system utilizing tilted launchers,2020-10-06,US,Knoxville,TN
619,10158827,0,"AIRTIME MEDIA, INC.",,,2,System and method for providing a shared canvas for chat participant,2018-12-18,US,Brooklyn,NY
620,10263887,0,"Cisco Technology, Inc.",,,2,Propagating flow characteristics in service function chaining (SFC) headers,2019-04-16,US,San Jose,CA
621,9499597,0,"Sangamo BioSciences, Inc.",,,2,Methods and compositions for treating Huntington's disease,2016-11-22,US,Richmond,CA
622,4434458,0,Fischer & Porter Company,,,2,Auxiliary channel for direct digital control system,1984-02-28,US,Warminster,PA
623,10445338,0,NEC CORPORATION,,,3,Method and system for replicating data in a cloud storage system,2019-10-15,JP,Tokyo,
624,5364608,0,Eaton Corporation,,,2,"Method of converting a silicon nitride from alpha-phase to beta-phase, apparatus used therefor, and silicon nitride material made therefrom",1994-11-15,US,Cleveland,OH
625,9088879,0,Google Inc.,,,2,Automatically enabling the forwarding of instant messages,2015-07-21,US,Mountain View,CA
626,4574116,0,The Board of Trustees of the Leland Stanford Jr. University,,,2,Methods and cell lines for immortalization and monoclonal antibody production by antigen-stimulated B-lymphocytes,1986-03-04,US,Stanford,CA
627,4873862,0,The Perkin-Elmer Corporation,,,2,Ionization detectors for gas chromatography,1989-10-17,US,Norwalk,CT
628,11428467,0,"NEXT-GEN GRAPHENE POLYMERS CO., LTD",,,3,Facility for forming wood plastic composite with microwave and degassing device,2022-08-30,KR,Seoul,
629,3975473,0,Union Carbide Corporation,,,2,Process for production of cellular thermoplastic bodies,1976-08-17,US,New York,NY
630,5613782,0,Krupp Polysius AG,,,3,Supporting roller bearing,1997-03-25,DE,Beckum,
631,10762452,0,"AT&T Intellectual Property I, L.P.",,,2,System and method for designing and executing control loops in a cloud environment,2020-09-01,US,Atlanta,GA
632,8944338,0,Google Inc.,,,2,Thermostat with self-configuring connections to facilitate do-it-yourself installation,2015-02-03,US,Mountain View,CA
633,RE39368,0,IGT,,,2,"Electronic casino gaming system with improved play capacity, authentication and security",2006-10-31,US,Reno,NV
634,9990190,0,EMC IP Holding Company LLC,,,2,Secured virtual storage appliance installation image,2018-06-05,US,Hopkinton,MA
635,11554692,0,"TF-METAL Co., Ltd.",,,3,Seat slide device,2023-01-17,JP,Kosai,
636,6045664,0,Elf Atochem S.A.,,,3,Process for the photochemical sulphochlorination of gaseous alkanes,2000-04-04,FR,,
637,8701108,0,Fujitsu Limited,,,3,Apparatus and method for controlling live-migrations of a plurality of virtual machines,2014-04-15,JP,Kawasaki,
638,11593567,0,Dell Products L.P.,,,2,Intelligent conversational gateway,2023-02-28,US,Round Rock,TX
639,4488918,0,Oy Wiik & Hoglund AB,,,3,Non-slip plastic film,1984-12-18,FI,Vaasa,
640,9362482,1,KYOTO UNIVERSITY,,,3,"Method of producing piezoelectric device using Be, Fe and Co under excess oxygen atmosphere",2016-06-07,JP,Kyoto,
641,5753865,0,Amalgamated Consulting Engineers of South Africa (Proprietary) Ltd.,,,3,Load measurement,1998-05-19,ZA,Vereeniging,
642,5432069,0,Hoffmann-La Roche Inc.,,,2,"Tocopherol cyclase isolated from Chlorella protothecoides, Dunaliella salina and wheat leaves",1995-07-11,US,Nutley,NJ
643,11196556,0,"Advanced New Technologies Co., Ltd.",,,3,Method for restoring public key based on SM2 signature,2021-12-07,KY,Grand Cayman,
644,5583076,0,Canon Kabushiki Kaisha,,,3,Method for manufacturing a semiconductor photo-sensor,1996-12-10,JP,Tokyo,
645,10334768,0,FUJI CORPORATION,,,3,Component mounting device,2019-06-25,JP,Chiryu,
646,6498116,0,"Rutgers, the State University",,,2,Coating and filler materials for use in localized thermal processing of glazed ceramics,2002-12-24,US,Piscataway,NJ
647,5595833,0,Rolls-Royce plc,,,3,Solid oxide fuel cell stack,1997-01-21,GB,London,
648,4925475,0,Kokusai Denshin Denwa Kabushiki Kaisha,,,3,Method and apparatus for manufacturing preform for fluoride glass fiber,1990-05-15,JP,Tokyo,
649,4594154,0,CFEC,,,3,Self-contained device for sterilizing water,1986-06-10,FR,Paris,
650,10754619,0,Intel Corporation,,,2,Self-calibrated von-neumann extractor,2020-08-25,US,Santa Clara,CA
651,7863958,0,International Business Machines Corporation,,,2,High speed clock signal duty cycle adjustment,2011-01-04,US,Armonk,NY
652,11543941,0,NAGRAVISION S.A.,,,3,Intelligent content queuing from a secondary device,2023-01-03,CH,Cheseaux-sur-Lausanne,
653,9246668,0,MARVELL INTERNATIONAL LTD.,,,3,Unified control for digital timing recovery and packet processing,2016-01-26,BM,,
654,10099297,0,CemeCon AG,,,3,Tool and method for machining fiber-reinforced materials,2018-10-16,DE,WÃ¼rselen,
655,7257677,0,Gateway Inc.,,,2,Data image cache used in testing,2007-08-14,US,Irvine,CA
656,4301778,0,Equipements Automobiles Marchal,,,3,Electronic ignition device,1981-11-24,FR,Issy-les-Moulineaux,
657,10646837,0,UNITED STATES GYPSUM COMPANY,,,2,Method for producing fiber reinforced cementitious slurry using a multi-state continuous mixer,2020-05-12,US,Chicago,IL
658,6629547,0,"Sekisui Chemical Co., Ltd.",,,3,Composite high-pressure pipe and method of joining same,2003-10-07,JP,Osaka,
659,D555462,0,"Dorman Products, Inc.",,,2,Dual arm pegboard hook,2007-11-20,US,Colmar,PA
660,8507136,0,Panasonic Corporation,,,3,Fuel cell system,2013-08-13,JP,Osaka,
661,11179129,0,"Varian Medical Systems, Inc.",,,2,Systems and methods for planning and executing automated multi-axis motion in treatment,2021-11-23,US,Palo Alto,CA
662,10911454,0,Open Text Corporation,,,3,Hierarchical case model access roles and permissions,2021-02-02,CA,Waterloo,
663,6402570,0,Kabushiki Kaisha T AN T,,,3,Automotive lamp unit and method for manufacturing the same,2002-06-11,JP,Tokyo,
664,4299381,0,Xerox Corporation,,,2,Sheet feeding apparatus,1981-11-10,US,Stamford,CT
665,6977461,0,ASML Netherlands B.V.,,,3,System and method for moving an object employing piezo actuators,2005-12-20,NL,Veldhoven,
666,6965180,0,Siemens VDO Automotive Corporation,,,2,Electric motor with self-adjusting bushing structure,2005-11-15,US,Auburn Hills,MI
667,9401317,0,"Aavid Thermalloy, LLC",,,2,Heat sink mount and assembly,2016-07-26,US,Laconia,NH
668,9663200,0,IXBLUE,,,3,"System and method for the navigation of a movable vehicle, suitable for determining and displaying a safe navigation zone",2017-05-30,FR,Marly le Roi,
669,5795735,0,ICOS Corporation,,,2,Isolated polynucleotides encoding PKA-binding proteins and methods of producing the proteins recombinantly,1998-08-18,US,Bothell,WA
670,11038182,0,Garmor Inc.,,,2,"Low-cost, high-performance composite bipolar plate",2021-06-15,US,Orlando,FL
671,D729961,0,"APM COMMUNICATION, INC.",,,3,Lighting bulb,2015-05-19,TW,Hsinchu,
672,10902382,0,"Hipaat, Inc.",,,3,Methods for remotely accessing electronic medical records without having prior authorization,2021-01-26,CA,Mississauga,
673,11363593,0,QUALCOMM Incorporated,,,2,Waveform generation in millimeter wave band with time domain implementation,2022-06-14,US,San Diego,CA
674,10387372,0,"o9 Solutions, Inc.",,,2,Value-based differential data,2019-08-20,US,Dallas,TX
675,5049930,0,Sharp Kabushiki Kaisha,,,3,System for preventing erroneous mounting of developer tanks accommodated in a developing device,1991-09-17,JP,Osaka,
676,8619458,0,"Samsung Electronics Co., Ltd.",,,3,Bidirectional resistive memory devices using selective read voltage polarity,2013-12-31,KR,,
677,4180943,0,McDonnell Douglas Corporation,,,2,Dual lost motion mechanism for an aircraft door,1980-01-01,US,Long Beach,CA
678,4581633,0,International Standard Electric Corporation,,,2,Data compression,1986-04-08,US,New York,NY
679,6328464,0,"Litton Systems, Inc.",,,2,Luminaire using right angle film,2001-12-11,US,Watertown,CT
680,D382277,0,Graco Inc.,,,2,Double diaphragm pump,1997-08-12,US,Minneapolis,MN
681,8920253,0,Wonderland Nurserygoods Company Limited,,,3,Baby swing,2014-12-30,HK,"Kwai Chung, N.T.",
682,8305500,2,Himax Technologies Limited,,,3,Method of block-based motion estimation,2012-11-06,TW,Tainan County,
683,7082636,0,Trek Bicycle Corporation,,,2,Bladed spoke wrench,2006-08-01,US,Waterloo,WI
684,4208153,0,The Boeing Company,,,2,Apparatus for dispensing rivets and similar articles,1980-06-17,US,Seattle,WA
685,5219247,0,Fondazioni Speciali S.r.l.,,,3,"Method of forming consolidating earth columns by injection, the relevant plant with double chamber pneumatic hammer boring drill and the resulting column",1993-06-15,IT,Parma,
686,6951030,0,"Matsushita Electric Industrial Co., Ltd.",,,3,Data broadcast apparatus capable of stopping reproduction of broadcast data in reception apparatus when an event requiring to stop the reproduction of the broadcast data occurs,2005-09-27,JP,Osaka-fu,
687,7962534,0,International Business Machines Corporation,,,2,Automatic management of dependencies between physical and logical elements in an application set,2011-06-14,US,Armonk,NY
688,9926230,0,Infineon Technologies AG,,,3,Method of treating an acid effluent containing phosphoric acid,2018-03-27,DE,Neubiberg,
689,9364001,0,ADAMA MAKHTESHIM LTD.,,,3,Quaternary fungicidal mixture,2016-06-14,IL,Beer Sheva,
690,8174654,0,"Chunghwa Picture Tubes, Ltd.",,,3,Wiring structure of liquid crystal display device and liquid crystal display device,2012-05-08,TW,Taoyuan,
691,7314721,1,Memorial Sloan-Kettering Cancer Center,,,2,Small cell lung cancer associated antigens and uses therefor,2008-01-01,US,New York,NY
692,D596921,0,"Jergens, Inc.",,,2,Locking pin,2009-07-28,US,Cleveland,OH
693,8991709,0,Tagstar Systems GmbH,,,3,Tamper-proof RFID label,2015-03-31,DE,Sauerlach,
694,9811419,0,International Business Machines Corporation,,,2,Validation bits and offsets to represent logical pages split between data containers,2017-11-07,US,Armonk,NY
695,6582353,0,"SciMed Life Systems, Inc.",,,2,Intravascular radiation delivery system,2003-06-24,US,Maple Grove,MN
696,10698864,0,"PHILO, INC.",,,2,Auxiliary manifest file to provide timed metadata,2020-06-30,US,San Francisco,CA
697,5606660,0,"Lexar Microsystems, Inc.",,,2,Method and apparatus for combining controller firmware storage and controller logic in a mass storage system,1997-02-25,US,Fremont,CA
698,8969550,0,Lonza Ltd.,,,3,Process for the synthesis of cyclic carbamates,2015-03-03,CH,Visp,
699,D891145,0,"BIO HAZARD, INC.",,,2,Dispenser,2020-07-28,US,Commerce,CA
700,4490576,0,Appleton Electric Co.,,,2,Connector for use with jacketed metal clad cable,1984-12-25,US,Chicago,IL
701,4715486,0,International Standard Electric Corporation,,,2,Low-wear frictionally engaging device,1987-12-29,US,New York,NY
702,8575736,0,International Rectifier Corporation,,,2,Direct contact flip chip package with power transistors,2013-11-05,US,El Segundo,CA
703,5539743,0,Fujitsu Limited,,,3,Multiple access system for communication network,1996-07-23,JP,Kanagawa,
704,5966483,0,Corning Incorporated,,,2,Diffraction grating with reduced polarization sensitivity,1999-10-12,US,Corning,NY
705,7482595,0,General Electric Company,,,2,Digital radiography detector assembly with access opening,2009-01-27,US,Schenectady,NY
706,3998957,0,American Cyanamid Company,,,2,Complement inhibitors,1976-12-21,US,Stamford,CT
707,4187812,0,"Nissan Motor Company, Limited",,,3,Closed loop fuel control with sample-hold operative in response to sensed engine operating parameters,1980-02-12,JP,Yokohama,
708,7028262,0,International Business Machines Corporation,,,2,Method and system for designing a theme and associating it with a collaboration space user interface,2006-04-11,US,Armonk,NY
709,11164608,0,"Micron Technology, Inc.",,,2,Centralized placement of command and address in memory devices,2021-11-02,US,Boise,ID
710,4815718,0,"Teledyne Industries, Inc.",,,2,Self-lubricating die cylinder,1989-03-28,US,Breckville,OH
711,8423428,0,SAP AG,,,3,Method for allocation of budget to order periods and delivery periods in a purchase order system,2013-04-16,DE,Walldord,
712,7901980,0,International Business Machines Corporation,,,2,Self-aligned in-contact phase change memory device,2011-03-08,US,Armonk,NY
713,10121070,0,Stryker Corporation,,,2,Video monitoring system,2018-11-06,US,Kalamazoo,MI
714,9879763,1,BORGWARNER MORSE SYSTEMS JAPAN K.K.,,,3,Chain guide and chain transmission device,2018-01-30,JP,Mie,
715,9330981,0,"Samsung Electronics Co., Ltd.",,,3,Semiconductor device and method of manufacturing the same,2016-05-03,KR,,
716,8423351,0,Google Inc.,,,2,Speech correction for typed input,2013-04-16,US,Mountain View,CA
717,6702539,0,CleanCut Technologies Limited,,,3,Pneumatic conveying,2004-03-09,GB,Edinborough,
